date_started,date_concluded,pollster,client,area,sample_size,labour,conservative,reform_uk,liberal_democrat,green,alliance,brexit_party,change_uk,liberal,plaid_cymru,scottish_national_party,social_democratic_party,united_kingdom_independence_party,reclaim_party,others,lead,lead_value
2012-08-08,2012-08-09,YouGov,The Sun,,1751,42.0,33.0,,9.0,3.0,,,,,,,,9.0,,5.0,lab+9.0,9.0
2012-08-07,2012-08-08,YouGov,The Sun,,1715,42.0,33.0,,11.0,2.0,,,,,,,,6.0,,6.0,lab+9.0,9.0
2012-08-06,2012-08-07,YouGov,The Sun,,1733,44.0,33.0,,9.0,2.0,,,,,,,,8.0,,5.0,lab+11.0,11.0
2012-08-05,2012-08-06,YouGov,The Sun,,1738,44.0,34.0,,10.0,2.0,,,,,,,,6.0,,4.0,lab+10.0,10.0
2012-08-02,2012-08-03,YouGov,The Sunday Times,,1787,44.0,32.0,,10.0,2.0,,,,,,,,8.0,,4.0,lab+12.0,12.0
2012-08-01,2012-08-02,YouGov,The Sun,,1654,44.0,33.0,,8.0,2.0,,,,,,,,9.0,,3.0,lab+11.0,11.0
2012-07-31,2012-08-01,YouGov,The Sun,,1744,43.0,32.0,,10.0,2.0,,,,,,,,8.0,,5.0,lab+11.0,11.0
2012-07-30,2012-07-31,YouGov,The Sun,,1704,42.0,34.0,,10.0,2.0,,,,,,,,6.0,,5.0,lab+8.0,8.0
2012-07-29,2012-07-30,YouGov,The Sun,,1736,44.0,33.0,,9.0,2.0,,,,,,,,7.0,,5.0,lab+11.0,11.0
2012-07-26,2012-07-27,YouGov,The Sunday Times,,1751,42.0,33.0,,9.0,3.0,,,,,,,,8.0,,5.0,lab+9.0,9.0
2012-07-25,2012-07-26,YouGov,The Sun,,1702,42.0,33.0,,9.0,3.0,,,,,,,,7.0,,5.0,lab+9.0,9.0
2012-07-24,2012-07-25,YouGov,The Sun,,1766,44.0,33.0,,9.0,2.0,,,,,,,,7.0,,6.0,lab+11.0,11.0
2012-07-23,2012-07-24,YouGov,The Sun,,1745,44.0,33.0,,9.0,3.0,,,,,,,,7.0,,4.0,lab+11.0,11.0
2012-07-22,2012-07-23,YouGov,The Sun,,1730,43.0,33.0,,9.0,1.0,,,,,,,,8.0,,6.0,lab+10.0,10.0
2012-07-19,2012-07-20,YouGov,The Sunday Times,,1617,43.0,34.0,,11.0,3.0,,,,,,,,7.0,,3.0,lab+9.0,9.0
2012-07-18,2012-07-19,YouGov,The Sun,,1658,42.0,34.0,,9.0,2.0,,,,,,,,7.0,,4.0,lab+8.0,8.0
2012-07-17,2012-07-18,YouGov,The Sun,,1774,43.0,33.0,,8.0,2.0,,,,,,,,7.0,,7.0,lab+10.0,10.0
2012-07-16,2012-07-17,YouGov,The Sun,,1690,43.0,34.0,,8.0,2.0,,,,,,,,7.0,,5.0,lab+9.0,9.0
2012-07-15,2012-07-16,YouGov,The Sun,,1724,44.0,33.0,,9.0,2.0,,,,,,,,8.0,,5.0,lab+11.0,11.0
2012-07-14,2012-07-16,Ipsos,Evening Standard,,1006,44.0,31.0,,12.0,3.0,,,,,,,,5.0,,5.0,lab+13.0,13.0
2012-07-13,2012-07-16,Opinium,,,1951,41.0,32.0,,9.0,4.0,,,,,,,,8.0,,6.0,lab+9.0,9.0
2012-07-12,2012-07-13,YouGov,The Sunday Times,,1752,43.0,34.0,,9.0,3.0,,,,,,,,7.0,,5.0,lab+9.0,9.0
2012-07-11,2012-07-12,YouGov,The Sun,,1759,42.0,34.0,,9.0,3.0,,,,,,,,7.0,,5.0,lab+8.0,8.0
2012-07-10,2012-07-11,YouGov,The Sun,,1696,42.0,35.0,,9.0,2.0,,,,,,,,8.0,,5.0,lab+7.0,7.0
2012-07-09,2012-07-10,YouGov,The Sun,,1697,43.0,33.0,,11.0,3.0,,,,,,,,6.0,,4.0,lab+10.0,10.0
2012-07-08,2012-07-09,YouGov,The Sun,,1721,44.0,35.0,,7.0,3.0,,,,,,,,6.0,,5.0,lab+9.0,9.0
2012-07-05,2012-07-06,YouGov,The Sunday Times,,1712,43.0,32.0,,8.0,3.0,,,,,,,,8.0,,5.0,lab+11.0,11.0
2012-07-03,2012-07-05,Opinium,,,1956,40.0,30.0,,9.0,4.0,,,,,,,,9.0,,8.0,lab+10.0,10.0
2012-07-04,2012-07-05,YouGov,The Sun,,1762,43.0,35.0,,8.0,2.0,,,,,,,,8.0,,5.0,lab+8.0,8.0
2012-07-03,2012-07-04,YouGov,The Sun,,1761,44.0,33.0,,8.0,3.0,,,,,,,,7.0,,5.0,lab+11.0,11.0
2012-07-02,2012-07-03,YouGov,The Sun,,1730,42.0,35.0,,10.0,2.0,,,,,,,,7.0,,4.0,lab+7.0,7.0
2012-07-01,2012-07-02,YouGov,The Sun,,1748,44.0,34.0,,8.0,2.0,,,,,,,,8.0,,5.0,lab+10.0,10.0
2012-06-28,2012-06-29,YouGov,The Sunday Times,,1760,43.0,34.0,,9.0,2.0,,,,,,,,6.0,,5.0,lab+9.0,9.0
2012-06-27,2012-06-28,YouGov,The Sun,,1764,43.0,32.0,,10.0,3.0,,,,,,,,7.0,,5.0,lab+11.0,11.0
2012-06-26,2012-06-28,Opinium,,,1959,42.0,31.0,,8.0,4.0,,,,,,,,9.0,,6.0,lab+11.0,11.0
2012-06-26,2012-06-27,YouGov,The Sun,,1751,45.0,31.0,,9.0,2.0,,,,,,,,7.0,,5.0,lab+14.0,14.0
2012-06-25,2012-06-26,YouGov,The Sun,,1614,42.0,34.0,,11.0,2.0,,,,,,,,7.0,,5.0,lab+8.0,8.0
2012-06-24,2012-06-25,YouGov,The Sun,,1697,43.0,32.0,,11.0,1.0,,,,,,,,7.0,,5.0,lab+11.0,11.0
2012-06-22,2012-06-24,ICM Research,The Guardian,,1002,39.0,34.0,,14.0,3.0,,,,,,,,3.0,,7.0,lab+5.0,5.0
2012-06-21,2012-06-22,YouGov,The Sunday Times,,1734,43.0,34.0,,9.0,2.0,,,,,,,,8.0,,5.0,lab+9.0,9.0
2012-06-20,2012-06-21,YouGov,The Sun,,1642,43.0,33.0,,8.0,2.0,,,,,,,,8.0,,5.0,lab+10.0,10.0
2012-06-19,2012-06-20,YouGov,The Sun,,1752,41.0,34.0,,10.0,3.0,,,,,,,,8.0,,5.0,lab+7.0,7.0
2012-06-18,2012-06-19,YouGov,The Sun,,1727,44.0,34.0,,7.0,2.0,,,,,,,,6.0,,6.0,lab+10.0,10.0
2012-06-17,2012-06-18,YouGov,The Sun,,1716,44.0,33.0,,7.0,2.0,,,,,,,,8.0,,6.0,lab+11.0,11.0
2012-06-15,2012-06-17,Populus,The Times,,1503,41.0,33.0,,9.0,5.0,,,,,,,,5.0,,7.0,lab+8.0,8.0
2012-06-14,2012-06-15,YouGov,The Sunday Times,,1761,44.0,32.0,,9.0,3.0,,,,,,,,8.0,,5.0,lab+12.0,12.0
2012-06-13,2012-06-15,Savanta,Independent on Sunday; Sunday Mirror,,2014,42.0,32.0,,9.0,3.0,,,,,,,,8.0,,6.0,lab+10.0,10.0
2012-06-13,2012-06-14,YouGov,The Sun,,1711,43.0,31.0,,9.0,3.0,,,,,,,,8.0,,6.0,lab+12.0,12.0
2012-06-12,2012-06-13,YouGov,The Sun,,1675,43.0,31.0,,9.0,2.0,,,,,,,,9.0,,6.0,lab+12.0,12.0
2012-06-11,2012-06-12,YouGov,The Sun,,1699,43.0,33.0,,8.0,3.0,,,,,,,,8.0,,5.0,lab+10.0,10.0
2012-06-09,2012-06-11,Ipsos,Evening Standard,,1016,40.0,31.0,,10.0,5.0,,,,,,,,6.0,,8.0,lab+9.0,9.0
2012-06-08,2012-06-11,Opinium,,,1962,42.0,31.0,,9.0,4.0,,,,,,,,8.0,,6.0,lab+11.0,11.0
2012-06-10,2012-06-11,YouGov,The Sun,,1763,45.0,31.0,,9.0,3.0,,,,,,,,9.0,,6.0,lab+14.0,14.0
2012-06-07,2012-06-08,YouGov,The Sunday Times,,1667,42.0,34.0,,7.0,3.0,,,,,,,,9.0,,5.0,lab+8.0,8.0
2012-06-06,2012-06-07,YouGov,The Sun,,1827,43.0,34.0,,8.0,3.0,,,,,,,,6.0,,6.0,lab+9.0,9.0
2012-06-05,2012-06-06,YouGov,The Sun,,1766,43.0,34.0,,8.0,3.0,,,,,,,,7.0,,5.0,lab+9.0,9.0
2012-05-31,2012-06-01,YouGov,The Sunday Times,,1546,42.0,32.0,,8.0,4.0,,,,,,,,7.0,,5.0,lab+10.0,10.0
2012-05-30,2012-05-31,YouGov,The Sun,,1694,45.0,31.0,,9.0,3.0,,,,,,,,8.0,,5.0,lab+14.0,14.0
2012-05-29,2012-05-30,Angus Reid Strategies,,,2005,45.0,29.0,,9.0,3.0,,,,,,,,8.0,,6.0,lab+16.0,16.0
2012-05-29,2012-05-30,YouGov,The Sun,,1670,44.0,32.0,,9.0,3.0,,,,,,,,7.0,,6.0,lab+12.0,12.0
2012-05-28,2012-05-29,YouGov,The Sun,,1670,45.0,32.0,,8.0,2.0,,,,,,,,8.0,,5.0,lab+13.0,13.0
2012-05-27,2012-05-28,YouGov,The Sun,,1743,44.0,33.0,,8.0,3.0,,,,,,,,7.0,,5.0,lab+11.0,11.0
2012-05-25,2012-05-28,Savanta,The Independent,,1001,42.0,34.0,,11.0,3.0,,,,,,,,4.0,,9.0,lab+8.0,8.0
2012-05-24,2012-05-25,YouGov,The Sunday Times,,1640,43.0,31.0,,8.0,3.0,,,,,,,,8.0,,6.0,lab+12.0,12.0
2012-05-23,2012-05-24,YouGov,The Sun,,1681,42.0,34.0,,8.0,4.0,,,,,,,,7.0,,5.0,lab+8.0,8.0
2012-05-22,2012-05-23,YouGov,The Sun,,1682,42.0,32.0,,9.0,3.0,,,,,,,,9.0,,5.0,lab+10.0,10.0
2012-05-21,2012-05-22,YouGov,The Sun,,1727,43.0,32.0,,8.0,3.0,,,,,,,,9.0,,5.0,lab+11.0,11.0
2012-05-20,2012-05-21,YouGov,The Sun,,1705,44.0,32.0,,7.0,3.0,,,,,,,,8.0,,5.0,lab+12.0,12.0
2012-05-18,2012-05-20,Populus,The Times,,1500,41.0,33.0,,10.0,3.0,,,,,,,,5.0,,10.0,lab+8.0,8.0
2012-05-18,2012-05-20,ICM Research,The Guardian,,1002,41.0,36.0,,11.0,3.0,,,,,,,,4.0,,6.0,lab+5.0,5.0
2012-05-17,2012-05-18,YouGov,The Sunday Times,,1683,43.0,32.0,,8.0,2.0,,,,,,,,9.0,,6.0,lab+11.0,11.0
2012-05-16,2012-05-17,Savanta,Independent on Sunday; Sunday Mirror,,2038,41.0,32.0,,11.0,3.0,,,,,,,,7.0,,6.0,lab+9.0,9.0
2012-05-16,2012-05-17,YouGov,The Sun,,1757,44.0,31.0,,7.0,3.0,,,,,,,,9.0,,6.0,lab+13.0,13.0
2012-05-15,2012-05-17,Opinium,,,1957,41.0,30.0,,9.0,3.0,,,,,,,,10.0,,7.0,lab+11.0,11.0
2012-05-15,2012-05-16,YouGov,The Sun,,1751,45.0,31.0,,9.0,2.0,,,,,,,,8.0,,5.0,lab+14.0,14.0
2012-05-14,2012-05-15,YouGov,The Sun,,1692,43.0,32.0,,8.0,3.0,,,,,,,,9.0,,5.0,lab+11.0,11.0
2012-05-13,2012-05-14,YouGov,The Sun,,1720,45.0,31.0,,7.0,3.0,,,,,,,,8.0,,5.0,lab+14.0,14.0
2012-05-12,2012-05-14,Ipsos,Evening Standard,,1006,43.0,33.0,,9.0,3.0,,,,,,,,6.0,,7.0,lab+10.0,10.0
2012-05-10,2012-05-11,YouGov,The Sunday Times,,1663,43.0,31.0,,10.0,2.0,,,,,,,,8.0,,7.0,lab+12.0,12.0
2012-05-09,2012-05-10,YouGov,The Sun,,1825,44.0,34.0,,7.0,3.0,,,,,,,,7.0,,5.0,lab+10.0,10.0
2012-05-08,2012-05-09,YouGov,The Sun,,1708,44.0,31.0,,9.0,3.0,,,,,,,,8.0,,6.0,lab+13.0,13.0
2012-05-07,2012-05-08,YouGov,The Sun,,1658,44.0,31.0,,8.0,3.0,,,,,,,,8.0,,6.0,lab+13.0,13.0
2012-05-05,2012-05-07,TNS,,,1207,43.0,30.0,,10.0,,,,,,,,,4.0,,13.0,lab+13.0,13.0
2012-05-03,2012-05-04,YouGov,The Sunday Times,,1798,43.0,31.0,,9.0,3.0,,,,,,,,8.0,,6.0,lab+12.0,12.0
2012-05-02,2012-05-03,YouGov,The Sun,,1745,41.0,32.0,,9.0,4.0,,,,,,,,9.0,,5.0,lab+9.0,9.0
2012-05-01,2012-05-02,YouGov,The Sun,,1749,43.0,33.0,,8.0,3.0,,,,,,,,8.0,,5.0,lab+10.0,10.0
2012-04-30,2012-05-01,YouGov,The Sun,,1744,41.0,32.0,,9.0,4.0,,,,,,,,8.0,,6.0,lab+9.0,9.0
2012-04-29,2012-04-30,YouGov,The Sun,,1763,42.0,35.0,,8.0,2.0,,,,,,,,7.0,,6.0,lab+7.0,7.0
2012-04-27,2012-04-30,Opinium,,,1769,39.0,32.0,,8.0,4.0,,,,,,,,10.0,,7.0,lab+7.0,7.0
2012-04-25,2012-04-27,Savanta,The Independent,,2048,39.0,34.0,,10.0,2.0,,,,,,,,9.0,,6.0,lab+5.0,5.0
2012-04-26,2012-04-27,YouGov,The Sunday Times,,1717,40.0,29.0,,11.0,3.0,,,,,,,,10.0,,7.0,lab+11.0,11.0
2012-04-25,2012-04-26,YouGov,The Sun,,1717,43.0,31.0,,9.0,2.0,,,,,,,,9.0,,7.0,lab+12.0,12.0
2012-04-24,2012-04-25,YouGov,The Sun,,1817,43.0,32.0,,9.0,3.0,,,,,,,,8.0,,5.0,lab+11.0,11.0
2012-04-23,2012-04-24,YouGov,The Sun,,1787,43.0,32.0,,8.0,3.0,,,,,,,,8.0,,5.0,lab+11.0,11.0
2012-04-22,2012-04-23,YouGov,The Sun,,1651,45.0,32.0,,8.0,3.0,,,,,,,,7.0,,5.0,lab+13.0,13.0
2012-04-21,2012-04-23,Ipsos,Evening Standard,,1002,38.0,35.0,,12.0,4.0,,,,,,,,4.0,,7.0,lab+3.0,3.0
2012-04-20,2012-04-23,Opinium,,,2233,38.0,31.0,,11.0,4.0,,,,,,,,8.0,,8.0,lab+7.0,7.0
2012-04-20,2012-04-22,ICM Research,The Guardian,,1000,41.0,33.0,,15.0,2.0,,,,,,,,3.0,,7.0,lab+8.0,8.0
2012-04-19,2012-04-20,YouGov,The Sunday Times,,1715,41.0,33.0,,11.0,2.0,,,,,,,,8.0,,5.0,lab+8.0,8.0
2012-04-18,2012-04-19,Savanta,The Independent on Sunday,,2048,40.0,34.0,,11.0,3.0,,,,,,,,6.0,,5.0,lab+6.0,6.0
2012-04-18,2012-04-19,YouGov,The Sun,,1722,45.0,32.0,,8.0,3.0,,,,,,,,7.0,,6.0,lab+13.0,13.0
2012-04-17,2012-04-18,YouGov,The Sun,,1745,41.0,32.0,,10.0,2.0,,,,,,,,8.0,,6.0,lab+9.0,9.0
2012-04-16,2012-04-17,YouGov,The Sun,,1799,41.0,32.0,,8.0,3.0,,,,,,,,9.0,,7.0,lab+9.0,9.0
2012-04-13,2012-04-16,Opinium,,,1957,37.0,32.0,,9.0,4.0,,,,,,,,10.0,,8.0,lab+5.0,5.0
2012-04-15,2012-04-16,YouGov,The Sun,,1783,43.0,32.0,,8.0,2.0,,,,,,,,9.0,,6.0,lab+11.0,11.0
2012-04-13,2012-04-15,Populus,The Times,,1003,42.0,33.0,,11.0,3.0,,,,,,,,4.0,,9.0,lab+9.0,9.0
2012-04-12,2012-04-13,YouGov,The Sunday Times,,1650,39.0,33.0,,10.0,2.0,,,,,,,,7.0,,8.0,lab+6.0,6.0
2012-04-12,2012-04-13,Angus Reid Strategies,,,2010,41.0,29.0,,11.0,3.0,,,,,,,,8.0,,8.0,lab+12.0,12.0
2012-04-11,2012-04-12,YouGov,The Sun,,1686,41.0,35.0,,9.0,3.0,,,,,,,,7.0,,6.0,lab+6.0,6.0
2012-04-11,2012-04-11,TNS,,,TBC,42.0,32.0,,10.0,7.0,,,,,,,,9.0,,7.0,lab+10.0,10.0
2012-04-10,2012-04-11,YouGov,The Sun,,1727,41.0,35.0,,8.0,3.0,,,,,,,,6.0,,7.0,lab+6.0,6.0
2012-04-09,2012-04-10,YouGov,The Sun,,1661,40.0,36.0,,9.0,2.0,,,,,,,,6.0,,7.0,lab+4.0,4.0
2012-04-04,2012-04-05,YouGov,The Sun,,1744,42.0,33.0,,8.0,3.0,,,,,,,,7.0,,7.0,lab+9.0,9.0
2012-04-03,2012-04-04,YouGov,The Sun,,1742,42.0,32.0,,9.0,3.0,,,,,,,,8.0,,6.0,lab+10.0,10.0
2012-04-02,2012-04-03,YouGov,The Sun,,1744,42.0,34.0,,8.0,2.0,,,,,,,,6.0,,7.0,lab+8.0,8.0
2012-04-01,2012-04-02,YouGov,The Sun,,1732,43.0,33.0,,8.0,3.0,,,,,,,,6.0,,7.0,lab+10.0,10.0
2012-03-30,2012-03-31,YouGov,The Sunday Times,,1567,42.0,33.0,,8.0,3.0,,,,,,,,7.0,,7.0,lab+9.0,9.0
2012-03-28,2012-03-29,YouGov,The Sun,,1701,44.0,34.0,,8.0,2.0,,,,,,,,5.0,,7.0,lab+10.0,10.0
2012-03-27,2012-03-28,YouGov,The Sun,,1807,44.0,34.0,,10.0,2.0,,,,,,,,6.0,,5.0,lab+10.0,10.0
2012-03-26,2012-03-27,YouGov,The Sun,,1682,43.0,33.0,,9.0,2.0,,,,,,,,7.0,,6.0,lab+10.0,10.0
2012-03-25,2012-03-26,YouGov,The Sun,,1734,42.0,35.0,,9.0,3.0,,,,,,,,6.0,,5.0,lab+7.0,7.0
2012-03-23,2012-03-26,Savanta,The Independent,,1010,43.0,33.0,,11.0,,,,,,,,,3.0,,10.0,lab+10.0,10.0
2012-03-23,2012-03-25,Populus,The Times,,1500,38.0,34.0,,11.0,5.0,,,,,,,,4.0,,8.0,lab+4.0,4.0
2012-03-21,2012-03-23,Opinium,,,1957,39.0,34.0,,8.0,3.0,,,,,,,,9.0,,7.0,lab+5.0,5.0
2012-03-22,2012-03-23,YouGov,The Sunday Times,,1721,42.0,35.0,,10.0,2.0,,,,,,,,6.0,,6.0,lab+7.0,7.0
2012-03-22,2012-03-23,ICM Research,Sunday Telegraph,,1000,38.0,37.0,,13.0,5.0,,,,,,,,4.0,,4.0,lab+1.0,1.0
2012-03-21,2012-03-22,YouGov,The Sun,,1835,42.0,34.0,,9.0,2.0,,,,,,,,6.0,,6.0,lab+8.0,8.0
2012-03-20,2012-03-21,YouGov,The Sun,,1757,41.0,36.0,,10.0,2.0,,,,,,,,5.0,,6.0,lab+5.0,5.0
2012-03-19,2012-03-20,YouGov,The Sun,,1748,43.0,35.0,,9.0,2.0,,,,,,,,4.0,,5.0,lab+8.0,8.0
2012-03-18,2012-03-19,YouGov,The Sun,,1685,42.0,36.0,,9.0,2.0,,,,,,,,5.0,,6.0,lab+6.0,6.0
2012-03-17,2012-03-19,Ipsos,Evening Standard,,1014,38.0,35.0,,12.0,5.0,,,,,,,,3.0,,7.0,lab+3.0,3.0
2012-03-16,2012-03-18,ICM Research,The Guardian,,1000,36.0,39.0,,15.0,2.0,,,,,,,,1.0,,7.0,con+3.0,3.0
2012-03-15,2012-03-16,YouGov,The Sunday Times,,1727,40.0,38.0,,9.0,3.0,,,,,,,,5.0,,6.0,lab+2.0,2.0
2012-03-14,2012-03-15,Savanta,The Independent on Sunday,,2010,40.0,37.0,,10.0,3.0,,,,,,,,6.0,,4.0,lab+3.0,3.0
2012-03-14,2012-03-15,YouGov,The Sun,,1741,42.0,37.0,,8.0,3.0,,,,,,,,5.0,,5.0,lab+5.0,5.0
2012-03-13,2012-03-14,YouGov,The Sun,,1738,41.0,38.0,,9.0,3.0,,,,,,,,5.0,,4.0,lab+3.0,3.0
2012-03-12,2012-03-13,YouGov,The Sun,,1747,43.0,36.0,,9.0,2.0,,,,,,,,5.0,,5.0,lab+7.0,7.0
2012-03-09,2012-03-12,Opinium,,,1955,36.0,38.0,,10.0,3.0,,,,,,,,7.0,,6.0,con+2.0,2.0
2012-03-11,2012-03-12,YouGov,The Sun,,1801,41.0,36.0,,9.0,2.0,,,,,,,,6.0,,6.0,lab+5.0,5.0
2012-03-08,2012-03-09,YouGov,The Sunday Times,,1707,42.0,37.0,,9.0,2.0,,,,,,,,5.0,,5.0,lab+5.0,5.0
2012-03-07,2012-03-08,YouGov,The Sun,,1730,42.0,37.0,,8.0,3.0,,,,,,,,4.0,,5.0,lab+5.0,5.0
2012-03-06,2012-03-07,YouGov,The Sun,,1723,41.0,38.0,,9.0,2.0,,,,,,,,6.0,,4.0,lab+3.0,3.0
2012-03-06,2012-03-07,Angus Reid Strategies,,,2018,40.0,32.0,,10.0,2.0,,,,,,,,7.0,,9.0,lab+8.0,8.0
2012-03-05,2012-03-06,YouGov,The Sun,,1736,41.0,37.0,,9.0,3.0,,,,,,,,6.0,,4.0,lab+4.0,4.0
2012-03-04,2012-03-05,YouGov,The Sun,,1729,41.0,36.0,,11.0,3.0,,,,,,,,5.0,,5.0,lab+5.0,5.0
2012-03-02,2012-03-05,TNS,,,1198,38.0,35.0,,11.0,8.0,,,,,,,,8.0,,8.0,lab+3.0,3.0
2012-03-01,2012-03-02,YouGov,The Sunday Times,,1664,39.0,40.0,,9.0,2.0,,,,,,,,5.0,,5.0,con+1.0,1.0
2012-02-29,2012-03-01,YouGov,The Sun,,1787,39.0,39.0,,8.0,3.0,,,,,,,,5.0,,6.0,Tie,0.0
2012-02-28,2012-02-29,YouGov,The Sun,,1778,40.0,38.0,,9.0,2.0,,,,,,,,5.0,,6.0,lab+2.0,2.0
2012-02-27,2012-02-28,YouGov,The Sun,,1729,39.0,40.0,,9.0,2.0,,,,,,,,5.0,,5.0,con+1.0,1.0
2012-02-26,2012-02-27,YouGov,The Sun,,1741,40.0,38.0,,9.0,2.0,,,,,,,,6.0,,5.0,lab+2.0,2.0
2012-02-25,2012-02-27,Ipsos,Reuters,,1002,41.0,35.0,,12.0,4.0,,,,,,,,2.0,,6.0,lab+6.0,6.0
2012-02-24,2012-02-26,Savanta,The Independent,,1001,40.0,37.0,,13.0,3.0,,,,,,,,3.0,,4.0,lab+3.0,3.0
2012-02-23,2012-02-24,YouGov,The Sunday Times,,1697,40.0,38.0,,10.0,2.0,,,,,,,,5.0,,5.0,lab+2.0,2.0
2012-02-22,2012-02-23,YouGov,The Sun,,1690,38.0,39.0,,10.0,3.0,,,,,,,,4.0,,7.0,con+1.0,1.0
2012-02-21,2012-02-23,Opinium,,,1959,39.0,35.0,,10.0,5.0,,,,,,,,6.0,,6.0,lab+4.0,4.0
2012-02-21,2012-02-22,YouGov,The Sun,,1731,40.0,38.0,,8.0,3.0,,,,,,,,5.0,,7.0,lab+2.0,2.0
2012-02-20,2012-02-21,YouGov,The Sun,,1715,41.0,37.0,,9.0,2.0,,,,,,,,5.0,,6.0,lab+4.0,4.0
2012-02-19,2012-02-20,YouGov,The Sun,,1764,38.0,39.0,,10.0,2.0,,,,,,,,5.0,,6.0,con+1.0,1.0
2012-02-17,2012-02-19,ICM Research,The Guardian,,1013,37.0,36.0,,14.0,3.0,,,,,,,,3.0,,7.0,lab+1.0,1.0
2012-02-16,2012-02-17,YouGov,The Sunday Times,,1772,41.0,37.0,,7.0,3.0,,,,,,,,6.0,,6.0,lab+4.0,4.0
2012-02-15,2012-02-16,Savanta,The Independent on Sunday,,2014,38.0,39.0,,10.0,3.0,,,,,,,,5.0,,5.0,con+1.0,1.0
2012-02-15,2012-02-16,YouGov,The Sun,,1738,39.0,39.0,,9.0,3.0,,,,,,,,5.0,,5.0,Tie,0.0
2012-02-14,2012-02-15,YouGov,The Sun,,1828,40.0,39.0,,9.0,2.0,,,,,,,,5.0,,5.0,lab+1.0,1.0
2012-02-13,2012-02-14,YouGov,The Sun,,1725,39.0,40.0,,9.0,3.0,,,,,,,,5.0,,5.0,con+1.0,1.0
2012-02-12,2012-02-13,YouGov,The Sun,,1772,42.0,38.0,,9.0,2.0,,,,,,,,4.0,,5.0,lab+4.0,4.0
2012-02-10,2012-02-13,Opinium,,,1960,36.0,36.0,,10.0,4.0,,,,,,,,7.0,,7.0,Tie,0.0
2012-02-09,2012-02-10,YouGov,The Sunday Times,,1753,39.0,38.0,,9.0,4.0,,,,,,,,4.0,,6.0,lab+1.0,1.0
2012-02-08,2012-02-09,YouGov,The Sun,,1644,41.0,38.0,,9.0,2.0,,,,,,,,4.0,,5.0,lab+3.0,3.0
2012-02-07,2012-02-08,YouGov,The Sun,,1763,38.0,40.0,,10.0,3.0,,,,,,,,4.0,,5.0,con+2.0,2.0
2012-02-06,2012-02-07,YouGov,The Sun,,1651,42.0,37.0,,9.0,2.0,,,,,,,,5.0,,6.0,lab+5.0,5.0
2012-02-05,2012-02-06,YouGov,The Sun,,1697,40.0,41.0,,8.0,1.0,,,,,,,,5.0,,5.0,con+1.0,1.0
2012-02-02,2012-02-03,YouGov,The Sunday Times,,1659,40.0,39.0,,9.0,3.0,,,,,,,,5.0,,4.0,lab+1.0,1.0
2012-02-01,2012-02-02,YouGov,The Sun,,1654,41.0,39.0,,8.0,2.0,,,,,,,,5.0,,5.0,lab+2.0,2.0
2012-01-31,2012-02-01,YouGov,The Sun,,1701,40.0,38.0,,8.0,3.0,,,,,,,,5.0,,5.0,lab+2.0,2.0
2012-01-30,2012-01-31,YouGov,The Sun,,1722,40.0,39.0,,9.0,2.0,,,,,,,,4.0,,6.0,lab+1.0,1.0
2012-01-29,2012-01-30,YouGov,The Sun,,1977,38.0,40.0,,10.0,2.0,,,,,,,,5.0,,5.0,con+2.0,2.0
2012-01-27,2012-01-30,Opinium,,,1958,36.0,38.0,,8.0,4.0,,,,,,,,6.0,,8.0,con+2.0,2.0
2012-01-27,2012-01-29,Savanta,The Independent,,1001,38.0,37.0,,14.0,2.0,,,,,,,,3.0,,6.0,lab+1.0,1.0
2012-01-26,2012-01-27,YouGov,The Sunday Times,,1716,40.0,39.0,,8.0,2.0,,,,,,,,5.0,,5.0,lab+1.0,1.0
2012-01-24,2012-01-25,YouGov,The Sun,,1715,40.0,38.0,,9.0,3.0,,,,,,,,6.0,,4.0,lab+2.0,2.0
2012-01-23,2012-01-24,YouGov,The Sun,,1693,38.0,40.0,,9.0,2.0,,,,,,,,5.0,,6.0,con+2.0,2.0
2012-01-21,2012-01-23,Ipsos,Reuters,,1007,38.0,38.0,,12.0,4.0,,,,,,,,3.0,,5.0,Tie,0.0
2012-01-20,2012-01-23,TNS,,,1300,40.0,37.0,,10.0,,,,,,,,,2.0,,11.0,lab+3.0,3.0
2012-01-22,2012-01-23,Angus Reid Strategies,,,2009,37.0,35.0,,11.0,3.0,,,,,,,,6.0,,7.0,lab+2.0,2.0
2012-01-22,2012-01-23,YouGov,The Sun,,1766,40.0,39.0,,8.0,2.0,,,,,,,,6.0,,4.0,lab+1.0,1.0
2012-01-20,2012-01-22,Populus,The Times,,1503,38.0,37.0,,13.0,2.0,,,,,,,,2.0,,8.0,lab+1.0,1.0
2012-01-20,2012-01-22,ICM Research,The Guardian,,1003,35.0,40.0,,16.0,2.0,,,,,,,,2.0,,5.0,con+5.0,5.0
2012-01-19,2012-01-20,YouGov,The Sunday Times,,1711,36.0,41.0,,9.0,3.0,,,,,,,,5.0,,6.0,con+5.0,5.0
2012-01-18,2012-01-19,Savanta,Independent on Sunday,,2050,38.0,38.0,,11.0,3.0,,,,,,,,5.0,,4.0,Tie,0.0
2012-01-18,2012-01-19,YouGov,The Sun,,1752,38.0,41.0,,8.0,2.0,,,,,,,,6.0,,5.0,con+3.0,3.0
2012-01-17,2012-01-18,YouGov,The Sun,,1699,39.0,40.0,,7.0,2.0,,,,,,,,5.0,,6.0,con+1.0,1.0
